TRANSACTION_DATE,QUANTITY,STORE_ID,DISCOUNT_PERCENT,PRODUCT_ID,TRANSACTION_ID,CLEAN_QUANTITY,CLEAN_DISCOUNT,STD_DATE,LKP_PRODUCT_ID,PRODUCT_NAME,CATEGORY,BRAND,COST_PRICE,UNIT_PRICE,O_STORE_ID_STR,LKP_STORE_ID,STORE_NAME,CITY,STATE,NET_REVENUE
01-07-2028,5,102,0,P_031,116478,5,0,04-06-2025,P_031,Product 031,Clothing,BrandD,69.33,125.63,102,102,Store 102,Gurugram,HR,628.15
02-07-2028,2,102,0,P_036,116479,2,0,04-09-2025,P_036,Product 036,Sports,BrandD,115.24,225.27,102,102,Store 102,Gurugram,HR,450.54
03-07-2028,5,104,10,P_016,116479,5,10,04-09-2025,P_016,Product 016,Grocery,BrandB,183.48,329.03,104,104,Store 104,Bengaluru,KA,1480.63
04-07-2028,5,106,10,P_046,116482,5,10,04-07-2025,P_046,Product 046,Electronics,BrandB,276,472,106,106,Store 106,Pune,MH,2124
05-07-2028,2,101,10,P_007,116483,2,10,04-09-2025,P_007,Product 007,Clothing,BrandD,133.42,217.47,101,101,Store 101,Noida,UP,391.45
06-07-2028,3,101,0,P_042,116483,3,0,04-09-2025,P_042,Product 042,Electronics,BrandD,54.28,78.27,101,101,Store 101,Noida,UP,234.81
07-07-2028,1,105,10,P_027,116488,1,10,04-09-2025,P_027,Product 027,Clothing,BrandD,116.38,197.63,105,105,Store 105,Hyderabad,TS,177.87
08-07-2028,5,108,10,P_044,116488,5,10,04-09-2025,P_044,Product 044,Grocery,BrandD,145.03,274.52,108,108,Store 108,Chennai,TN,1235.34
09-07-2028,5,106,0,P_001,116490,5,0,04-09-2025,P_001,Product 001,Home,BrandD,291.46,482.98,106,106,Store 106,Pune,MH,2414.9
10-07-2028,3,105,10,P_035,116495,3,10,04-09-2025,P_035,Product 035,Clothing,BrandC,41.43,64.34,105,105,Store 105,Hyderabad,TS,173.72
11-07-2028,3,104,10,P_035,116496,3,10,04-07-2025,P_035,Product 035,Clothing,BrandC,41.43,64.34,104,104,Store 104,Bengaluru,KA,173.72
12-07-2028,1,105,10,P_006,116496,1,10,04-07-2025,P_006,Product 006,Grocery,BrandA,14.29,17.66,105,105,Store 105,Hyderabad,TS,15.89
13-07-2028,4,106,0,P_017,116510,4,0,05-01-2025,P_017,Product 017,Home,BrandB,314.84,458.33,106,106,Store 106,Pune,MH,1833.32
14-07-2028,2,108,10,P_019,116527,2,10,05-04-2025,P_019,Product 019,Electronics,BrandB,170.91,230.23,108,108,Store 108,Chennai,TN,414.41
15-07-2028,4,101,0,P_048,116528,4,0,05-09-2025,P_048,Product 048,Sports,BrandA,232.9,350.44,101,101,Store 101,Noida,UP,1401.76
16-07-2028,5,104,0,P_002,116528,5,0,05-09-2025,P_002,Product 002,Sports,BrandC,165.08,307.45,104,104,Store 104,Bengaluru,KA,1537.25
17-07-2028,5,105,10,P_033,116536,5,10,05-06-2025,P_033,Product 033,Home,BrandC,17.69,29.81,105,105,Store 105,Hyderabad,TS,134.14
18-07-2028,3,106,10,P_036,116536,3,10,05-06-2025,P_036,Product 036,Sports,BrandD,115.24,225.27,106,106,Store 106,Pune,MH,608.23
19-07-2028,1,105,0,P_025,116538,1,0,05-09-2025,P_025,Product 025,Electronics,BrandB,92.74,144.61,105,105,Store 105,Hyderabad,TS,144.61
20-07-2028,1,102,0,P_048,116539,1,0,05-03-2025,P_048,Product 048,Sports,BrandA,232.9,350.44,102,102,Store 102,Gurugram,HR,350.44
21-07-2028,4,102,10,P_023,116547,4,10,05-09-2025,P_023,Product 023,Home,BrandA,193.9,336.3,102,102,Store 102,Gurugram,HR,1210.68
22-07-2028,3,103,10,P_003,116551,3,10,05-11-2025,P_003,Product 003,Clothing,BrandD,95.83,145.24,103,103,Store 103,Delhi,DL,392.15
23-07-2028,1,106,0,P_020,116552,1,0,05-01-2025,P_020,Product 020,Home,BrandB,33.73,56.75,106,106,Store 106,Pune,MH,56.75
24-07-2028,5,105,0,P_031,116565,5,0,05-05-2025,P_031,Product 031,Clothing,BrandD,69.33,125.63,105,105,Store 105,Hyderabad,TS,628.15
25-07-2028,2,101,0,P_040,116570,2,0,05-11-2025,P_040,Product 040,Grocery,BrandA,196.15,286.01,101,101,Store 101,Noida,UP,572.02
26-07-2028,1,101,10,P_046,116571,1,10,05-05-2025,P_046,Product 046,Electronics,BrandB,276,472,101,101,Store 101,Noida,UP,424.8
27-07-2028,4,106,10,P_003,116572,4,10,05-07-2025,P_003,Product 003,Clothing,BrandD,95.83,145.24,106,106,Store 106,Pune,MH,522.86
28-07-2028,1,107,0,P_028,116575,1,0,05-02-2025,P_028,Product 028,Grocery,BrandB,285.08,486.14,107,107,Store 107,Mumbai,MH,486.14
29-07-2028,1,101,0,P_039,116578,1,0,05-02-2025,P_039,Product 039,Electronics,BrandD,179.34,242.93,101,101,Store 101,Noida,UP,242.93
30-07-2028,5,106,10,P_020,116581,5,10,05-01-2025,P_020,Product 020,Home,BrandB,33.73,56.75,106,106,Store 106,Pune,MH,255.37
31-07-2028,3,102,0,P_018,116583,3,0,05-12-2025,P_018,Product 018,Sports,BrandB,285.64,426.52,102,102,Store 102,Gurugram,HR,1279.56
01-08-2028,3,107,0,P_034,116595,3,0,05-04-2025,P_034,Product 034,Electronics,BrandD,301.56,358.22,107,107,Store 107,Mumbai,MH,1074.66
02-08-2028,3,108,10,P_036,116596,3,10,05-04-2025,P_036,Product 036,Sports,BrandD,115.24,225.27,108,108,Store 108,Chennai,TN,608.23
03-08-2028,2,101,10,P_030,116598,2,10,05-10-2025,P_030,Product 030,Home,BrandB,272.48,363.65,101,101,Store 101,Noida,UP,654.57
04-08-2028,2,105,10,P_004,116612,2,10,05-09-2025,P_004,Product 004,Sports,BrandC,89.45,155.17,105,105,Store 105,Hyderabad,TS,279.31
05-08-2028,2,105,10,P_006,116614,2,10,05-11-2025,P_006,Product 006,Grocery,BrandA,14.29,17.66,105,105,Store 105,Hyderabad,TS,31.79
06-08-2028,4,105,0,P_011,116615,4,0,05-10-2025,P_011,Product 011,Home,BrandA,63.95,107.43,105,105,Store 105,Hyderabad,TS,429.72
07-08-2028,4,106,0,P_009,116615,4,0,05-10-2025,P_009,Product 009,Clothing,BrandC,96.09,153.81,106,106,Store 106,Pune,MH,615.24
08-08-2028,3,103,0,P_039,116616,3,0,05-06-2025,P_039,Product 039,Electronics,BrandD,179.34,242.93,103,103,Store 103,Delhi,DL,728.79
09-08-2028,5,104,10,P_010,116618,5,10,05-09-2025,P_010,Product 010,Sports,BrandB,13.81,16.9,104,104,Store 104,Bengaluru,KA,76.05
10-08-2028,3,107,0,P_029,116618,3,0,05-09-2025,P_029,Product 029,Home,BrandB,316.8,425.97,107,107,Store 107,Mumbai,MH,1277.91
11-08-2028,1,103,0,P_018,116636,1,0,05-01-2025,P_018,Product 018,Sports,BrandB,285.64,426.52,103,103,Store 103,Delhi,DL,426.52
12-08-2028,4,102,10,P_030,116654,4,10,05-02-2025,P_030,Product 030,Home,BrandB,272.48,363.65,102,102,Store 102,Gurugram,HR,1309.14
13-08-2028,5,108,0,P_050,116661,5,0,05-05-2025,P_050,Product 050,Home,BrandB,202.07,315.93,108,108,Store 108,Chennai,TN,1579.65
14-08-2028,1,107,0,P_017,116664,1,0,05-03-2025,P_017,Product 017,Home,BrandB,314.84,458.33,107,107,Store 107,Mumbai,MH,458.33
15-08-2028,3,102,0,P_036,116672,3,0,05-05-2025,P_036,Product 036,Sports,BrandD,115.24,225.27,102,102,Store 102,Gurugram,HR,675.81
16-08-2028,5,104,0,P_042,116677,5,0,05-04-2025,P_042,Product 042,Electronics,BrandD,54.28,78.27,104,104,Store 104,Bengaluru,KA,391.35
17-08-2028,1,108,10,P_019,116677,1,10,05-04-2025,P_019,Product 019,Electronics,BrandB,170.91,230.23,108,108,Store 108,Chennai,TN,207.21
18-08-2028,1,102,0,P_006,116681,1,0,05-11-2025,P_006,Product 006,Grocery,BrandA,14.29,17.66,102,102,Store 102,Gurugram,HR,17.66
19-08-2028,5,104,10,P_035,116686,5,10,05-12-2025,P_035,Product 035,Clothing,BrandC,41.43,64.34,104,104,Store 104,Bengaluru,KA,289.53
20-08-2028,2,108,0,P_005,116687,2,0,05-02-2025,P_005,Product 005,Sports,BrandD,58.75,90.98,108,108,Store 108,Chennai,TN,181.96
21-08-2028,1,103,10,P_013,116702,1,10,05-08-2025,P_013,Product 013,Sports,BrandB,198.67,397.19,103,103,Store 103,Delhi,DL,357.47
22-08-2028,1,102,10,P_039,116708,1,10,05-11-2025,P_039,Product 039,Electronics,BrandD,179.34,242.93,102,102,Store 102,Gurugram,HR,218.64
23-08-2028,3,105,10,P_016,116713,3,10,05-05-2025,P_016,Product 016,Grocery,BrandB,183.48,329.03,105,105,Store 105,Hyderabad,TS,888.38
24-08-2028,5,106,10,P_042,116713,5,10,05-05-2025,P_042,Product 042,Electronics,BrandD,54.28,78.27,106,106,Store 106,Pune,MH,352.21
25-08-2028,1,108,10,P_037,116713,1,10,05-05-2025,P_037,Product 037,Clothing,BrandB,67.57,108.84,108,108,Store 108,Chennai,TN,97.96
26-08-2028,2,103,0,P_015,116720,2,0,05-01-2025,P_015,Product 015,Home,BrandD,281.43,463.89,103,103,Store 103,Delhi,DL,927.78
27-08-2028,5,104,10,P_005,116720,5,10,05-01-2025,P_005,Product 005,Sports,BrandD,58.75,90.98,104,104,Store 104,Bengaluru,KA,409.41
28-08-2028,2,104,10,P_022,116736,2,10,05-10-2025,P_022,Product 022,Sports,BrandB,188.76,337.73,104,104,Store 104,Bengaluru,KA,607.91
29-08-2028,2,105,10,P_047,116744,2,10,05-08-2025,P_047,Product 047,Grocery,BrandC,237.02,303.44,105,105,Store 105,Hyderabad,TS,546.19
30-08-2028,4,108,0,P_044,116753,4,0,05-11-2025,P_044,Product 044,Grocery,BrandD,145.03,274.52,108,108,Store 108,Chennai,TN,1098.08
31-08-2028,3,106,10,P_034,116759,3,10,05-05-2025,P_034,Product 034,Electronics,BrandD,301.56,358.22,106,106,Store 106,Pune,MH,967.19
01-09-2028,1,104,10,P_047,116769,1,10,05-07-2025,P_047,Product 047,Grocery,BrandC,237.02,303.44,104,104,Store 104,Bengaluru,KA,273.1
02-09-2028,4,106,0,P_047,116769,4,0,05-07-2025,P_047,Product 047,Grocery,BrandC,237.02,303.44,106,106,Store 106,Pune,MH,1213.76
03-09-2028,4,108,0,P_038,116770,4,0,05-09-2025,P_038,Product 038,Sports,BrandC,324.13,448.92,108,108,Store 108,Chennai,TN,1795.68
04-09-2028,2,105,10,P_017,116774,2,10,05-03-2025,P_017,Product 017,Home,BrandB,314.84,458.33,105,105,Store 105,Hyderabad,TS,824.99
05-09-2028,5,101,10,P_018,116781,5,10,05-12-2025,P_018,Product 018,Sports,BrandB,285.64,426.52,101,101,Store 101,Noida,UP,1919.34
06-09-2028,2,107,0,P_026,116784,2,0,05-09-2025,P_026,Product 026,Clothing,BrandB,148.98,285.01,107,107,Store 107,Mumbai,MH,570.02
07-09-2028,4,102,0,P_003,116787,4,0,05-02-2025,P_003,Product 003,Clothing,BrandD,95.83,145.24,102,102,Store 102,Gurugram,HR,580.96
08-09-2028,5,103,0,P_046,116787,5,0,05-02-2025,P_046,Product 046,Electronics,BrandB,276,472,103,103,Store 103,Delhi,DL,2360
09-09-2028,1,104,0,P_049,116793,1,0,05-02-2025,P_049,Product 049,Grocery,BrandD,372.65,441.43,104,104,Store 104,Bengaluru,KA,441.43
10-09-2028,4,104,0,P_016,116797,4,0,05-02-2025,P_016,Product 016,Grocery,BrandB,183.48,329.03,104,104,Store 104,Bengaluru,KA,1316.12
11-09-2028,1,108,0,P_036,116797,1,0,05-02-2025,P_036,Product 036,Sports,BrandD,115.24,225.27,108,108,Store 108,Chennai,TN,225.27
12-09-2028,2,101,10,P_004,116798,2,10,05-09-2025,P_004,Product 004,Sports,BrandC,89.45,155.17,101,101,Store 101,Noida,UP,279.31
13-09-2028,2,104,10,P_003,116798,2,10,05-09-2025,P_003,Product 003,Clothing,BrandD,95.83,145.24,104,104,Store 104,Bengaluru,KA,261.43
14-09-2028,2,106,10,P_048,116802,2,10,05-12-2025,P_048,Product 048,Sports,BrandA,232.9,350.44,106,106,Store 106,Pune,MH,630.79
15-09-2028,1,103,10,P_020,116807,1,10,05-09-2025,P_020,Product 020,Home,BrandB,33.73,56.75,103,103,Store 103,Delhi,DL,51.07
16-09-2028,4,101,0,P_030,116809,4,0,05-06-2025,P_030,Product 030,Home,BrandB,272.48,363.65,101,101,Store 101,Noida,UP,1454.6
17-09-2028,1,108,0,P_007,116813,1,0,05-12-2025,P_007,Product 007,Clothing,BrandD,133.42,217.47,108,108,Store 108,Chennai,TN,217.47
18-09-2028,2,102,0,P_003,116826,2,0,05-07-2025,P_003,Product 003,Clothing,BrandD,95.83,145.24,102,102,Store 102,Gurugram,HR,290.48
19-09-2028,1,105,10,P_025,116826,1,10,05-07-2025,P_025,Product 025,Electronics,BrandB,92.74,144.61,105,105,Store 105,Hyderabad,TS,130.15
20-09-2028,2,105,10,P_017,116848,2,10,05-08-2025,P_017,Product 017,Home,BrandB,314.84,458.33,105,105,Store 105,Hyderabad,TS,824.99
21-09-2028,4,107,10,P_040,116850,4,10,05-10-2025,P_040,Product 040,Grocery,BrandA,196.15,286.01,107,107,Store 107,Mumbai,MH,1029.64
22-09-2028,3,101,10,P_007,116855,3,10,05-10-2025,P_007,Product 007,Clothing,BrandD,133.42,217.47,101,101,Store 101,Noida,UP,587.17
23-09-2028,3,105,0,P_033,116868,3,0,05-02-2025,P_033,Product 033,Home,BrandC,17.69,29.81,105,105,Store 105,Hyderabad,TS,89.43
24-09-2028,2,106,10,P_026,116868,2,10,05-02-2025,P_026,Product 026,Clothing,BrandB,148.98,285.01,106,106,Store 106,Pune,MH,513.02
25-09-2028,5,108,0,P_009,116869,5,0,05-03-2025,P_009,Product 009,Clothing,BrandC,96.09,153.81,108,108,Store 108,Chennai,TN,769.05
26-09-2028,1,107,10,P_012,116883,1,10,05-03-2025,P_012,Product 012,Clothing,BrandD,260.56,358.56,107,107,Store 107,Mumbai,MH,322.7
27-09-2028,4,102,0,P_043,116886,4,0,05-03-2025,P_043,Product 043,Home,BrandA,216.59,306.16,102,102,Store 102,Gurugram,HR,1224.64
28-09-2028,1,107,0,P_018,116891,1,0,05-04-2025,P_018,Product 018,Sports,BrandB,285.64,426.52,107,107,Store 107,Mumbai,MH,426.52
29-09-2028,2,102,10,P_045,116895,2,10,05-10-2025,P_045,Product 045,Grocery,BrandA,68.92,109.5,102,102,Store 102,Gurugram,HR,197.1
30-09-2028,5,105,0,P_048,116895,5,0,05-10-2025,P_048,Product 048,Sports,BrandA,232.9,350.44,105,105,Store 105,Hyderabad,TS,1752.2
01-10-2028,4,101,0,P_008,116896,4,0,05-04-2025,P_008,Product 008,Clothing,BrandC,110.44,203.49,101,101,Store 101,Noida,UP,813.96
02-10-2028,1,107,0,P_023,116906,1,0,05-12-2025,P_023,Product 023,Home,BrandA,193.9,336.3,107,107,Store 107,Mumbai,MH,336.3
03-10-2028,1,108,10,P_035,116908,1,10,05-12-2025,P_035,Product 035,Clothing,BrandC,41.43,64.34,108,108,Store 108,Chennai,TN,57.91
04-10-2028,3,103,10,P_013,116909,3,10,05-04-2025,P_013,Product 013,Sports,BrandB,198.67,397.19,103,103,Store 103,Delhi,DL,1072.41
05-10-2028,4,103,0,P_040,116915,4,0,05-09-2025,P_040,Product 040,Grocery,BrandA,196.15,286.01,103,103,Store 103,Delhi,DL,1144.04
06-10-2028,5,102,10,P_026,116925,5,10,05-10-2025,P_026,Product 026,Clothing,BrandB,148.98,285.01,102,102,Store 102,Gurugram,HR,1282.54
07-10-2028,3,103,10,P_007,116929,3,10,05-02-2025,P_007,Product 007,Clothing,BrandD,133.42,217.47,103,103,Store 103,Delhi,DL,587.17
08-10-2028,2,105,10,P_017,116939,2,10,05-02-2025,P_017,Product 017,Home,BrandB,314.84,458.33,105,105,Store 105,Hyderabad,TS,824.99
09-10-2028,4,101,10,P_024,116945,4,10,05-07-2025,P_024,Product 024,Electronics,BrandC,208.42,299.74,101,101,Store 101,Noida,UP,1079.06
10-10-2028,1,105,0,P_001,116952,1,0,05-07-2025,P_001,Product 001,Home,BrandD,291.46,482.98,105,105,Store 105,Hyderabad,TS,482.98
11-10-2028,5,104,0,P_045,116954,5,0,05-02-2025,P_045,Product 045,Grocery,BrandA,68.92,109.5,104,104,Store 104,Bengaluru,KA,547.5
12-10-2028,4,107,10,P_007,116963,4,10,05-01-2025,P_007,Product 007,Clothing,BrandD,133.42,217.47,107,107,Store 107,Mumbai,MH,782.89
13-10-2028,2,105,10,P_034,116966,2,10,05-02-2025,P_034,Product 034,Electronics,BrandD,301.56,358.22,105,105,Store 105,Hyderabad,TS,644.8
14-10-2028,1,108,0,P_008,116967,1,0,05-01-2025,P_008,Product 008,Clothing,BrandC,110.44,203.49,108,108,Store 108,Chennai,TN,203.49
15-10-2028,1,108,0,P_012,116969,1,0,05-12-2025,P_012,Product 012,Clothing,BrandD,260.56,358.56,108,108,Store 108,Chennai,TN,358.56
16-10-2028,4,103,0,P_012,116972,4,0,05-03-2025,P_012,Product 012,Clothing,BrandD,260.56,358.56,103,103,Store 103,Delhi,DL,1434.24
17-10-2028,5,107,0,P_021,116977,5,0,05-05-2025,P_021,Product 021,Grocery,BrandD,112.23,191.7,107,107,Store 107,Mumbai,MH,958.5
18-10-2028,4,106,10,P_027,116985,4,10,06-07-2025,P_027,Product 027,Clothing,BrandD,116.38,197.63,106,106,Store 106,Pune,MH,711.47
19-10-2028,1,104,10,P_041,116996,1,10,06-07-2025,P_041,Product 041,Home,BrandB,230.38,350.8,104,104,Store 104,Bengaluru,KA,315.72
20-10-2028,3,101,0,P_002,117002,3,0,06-11-2025,P_002,Product 002,Sports,BrandC,165.08,307.45,101,101,Store 101,Noida,UP,922.35
21-10-2028,1,102,10,P_006,117013,1,10,06-08-2025,P_006,Product 006,Grocery,BrandA,14.29,17.66,102,102,Store 102,Gurugram,HR,15.89
22-10-2028,3,103,10,P_046,117023,3,10,06-11-2025,P_046,Product 046,Electronics,BrandB,276,472,103,103,Store 103,Delhi,DL,1274.4
23-10-2028,4,105,10,P_040,117023,4,10,06-11-2025,P_040,Product 040,Grocery,BrandA,196.15,286.01,105,105,Store 105,Hyderabad,TS,1029.64
24-10-2028,3,107,0,P_020,117028,3,0,06-04-2025,P_020,Product 020,Home,BrandB,33.73,56.75,107,107,Store 107,Mumbai,MH,170.25
25-10-2028,4,105,0,P_021,117029,4,0,06-05-2025,P_021,Product 021,Grocery,BrandD,112.23,191.7,105,105,Store 105,Hyderabad,TS,766.8
26-10-2028,4,106,10,P_005,117031,4,10,06-08-2025,P_005,Product 005,Sports,BrandD,58.75,90.98,106,106,Store 106,Pune,MH,327.53
27-10-2028,4,103,0,P_047,117032,4,0,06-08-2025,P_047,Product 047,Grocery,BrandC,237.02,303.44,103,103,Store 103,Delhi,DL,1213.76
28-10-2028,4,105,10,P_014,117032,4,10,06-08-2025,P_014,Product 014,Grocery,BrandD,191.33,306.92,105,105,Store 105,Hyderabad,TS,1104.91
29-10-2028,2,103,0,P_041,117033,2,0,06-10-2025,P_041,Product 041,Home,BrandB,230.38,350.8,103,103,Store 103,Delhi,DL,701.6
30-10-2028,3,108,10,P_045,117036,3,10,06-04-2025,P_045,Product 045,Grocery,BrandA,68.92,109.5,108,108,Store 108,Chennai,TN,295.65
31-10-2028,1,108,10,P_049,117037,1,10,06-07-2025,P_049,Product 049,Grocery,BrandD,372.65,441.43,108,108,Store 108,Chennai,TN,397.29
01-11-2028,5,106,0,P_018,117040,5,0,06-08-2025,P_018,Product 018,Sports,BrandB,285.64,426.52,106,106,Store 106,Pune,MH,2132.6
02-11-2028,5,104,0,P_037,117066,5,0,06-03-2025,P_037,Product 037,Clothing,BrandB,67.57,108.84,104,104,Store 104,Bengaluru,KA,544.2
03-11-2028,3,108,10,P_005,117068,3,10,06-10-2025,P_005,Product 005,Sports,BrandD,58.75,90.98,108,108,Store 108,Chennai,TN,245.65
04-11-2028,3,101,0,P_023,117070,3,0,06-11-2025,P_023,Product 023,Home,BrandA,193.9,336.3,101,101,Store 101,Noida,UP,1008.9
05-11-2028,4,106,10,P_049,117083,4,10,06-05-2025,P_049,Product 049,Grocery,BrandD,372.65,441.43,106,106,Store 106,Pune,MH,1589.15
06-11-2028,4,107,10,P_001,117085,4,10,06-05-2025,P_001,Product 001,Home,BrandD,291.46,482.98,107,107,Store 107,Mumbai,MH,1738.73
07-11-2028,1,108,0,P_036,117088,1,0,06-11-2025,P_036,Product 036,Sports,BrandD,115.24,225.27,108,108,Store 108,Chennai,TN,225.27
08-11-2028,2,107,0,P_016,117089,2,0,06-05-2025,P_016,Product 016,Grocery,BrandB,183.48,329.03,107,107,Store 107,Mumbai,MH,658.06
09-11-2028,2,107,10,P_004,117093,2,10,06-01-2025,P_004,Product 004,Sports,BrandC,89.45,155.17,107,107,Store 107,Mumbai,MH,279.31
10-11-2028,3,106,0,P_022,117095,3,0,06-12-2025,P_022,Product 022,Sports,BrandB,188.76,337.73,106,106,Store 106,Pune,MH,1013.19
11-11-2028,2,101,0,P_050,117099,2,0,06-10-2025,P_050,Product 050,Home,BrandB,202.07,315.93,101,101,Store 101,Noida,UP,631.86
12-11-2028,4,103,10,P_006,117104,4,10,06-11-2025,P_006,Product 006,Grocery,BrandA,14.29,17.66,103,103,Store 103,Delhi,DL,63.58
13-11-2028,4,108,0,P_024,117104,4,0,06-11-2025,P_024,Product 024,Electronics,BrandC,208.42,299.74,108,108,Store 108,Chennai,TN,1198.96
14-11-2028,3,102,0,P_029,117124,3,0,06-04-2025,P_029,Product 029,Home,BrandB,316.8,425.97,102,102,Store 102,Gurugram,HR,1277.91
15-11-2028,1,106,10,P_005,117124,1,10,06-04-2025,P_005,Product 005,Sports,BrandD,58.75,90.98,106,106,Store 106,Pune,MH,81.88
16-11-2028,2,104,10,P_025,117132,2,10,06-05-2025,P_025,Product 025,Electronics,BrandB,92.74,144.61,104,104,Store 104,Bengaluru,KA,260.3
17-11-2028,2,106,10,P_013,117135,2,10,06-04-2025,P_013,Product 013,Sports,BrandB,198.67,397.19,106,106,Store 106,Pune,MH,714.94
18-11-2028,2,106,0,P_010,117140,2,0,06-08-2025,P_010,Product 010,Sports,BrandB,13.81,16.9,106,106,Store 106,Pune,MH,33.8
19-11-2028,3,104,10,P_020,117146,3,10,06-08-2025,P_020,Product 020,Home,BrandB,33.73,56.75,104,104,Store 104,Bengaluru,KA,153.22
20-11-2028,1,105,10,P_017,117147,1,10,06-10-2025,P_017,Product 017,Home,BrandB,314.84,458.33,105,105,Store 105,Hyderabad,TS,412.5
21-11-2028,3,103,10,P_017,117154,3,10,06-06-2025,P_017,Product 017,Home,BrandB,314.84,458.33,103,103,Store 103,Delhi,DL,1237.49
22-11-2028,4,105,0,P_038,117162,4,0,06-07-2025,P_038,Product 038,Sports,BrandC,324.13,448.92,105,105,Store 105,Hyderabad,TS,1795.68
23-11-2028,2,102,0,P_027,117168,2,0,06-07-2025,P_027,Product 027,Clothing,BrandD,116.38,197.63,102,102,Store 102,Gurugram,HR,395.26
24-11-2028,2,105,10,P_044,117168,2,10,06-07-2025,P_044,Product 044,Grocery,BrandD,145.03,274.52,105,105,Store 105,Hyderabad,TS,494.14
25-11-2028,2,103,0,P_029,117173,2,0,06-12-2025,P_029,Product 029,Home,BrandB,316.8,425.97,103,103,Store 103,Delhi,DL,851.94
26-11-2028,1,105,0,P_048,117175,1,0,06-09-2025,P_048,Product 048,Sports,BrandA,232.9,350.44,105,105,Store 105,Hyderabad,TS,350.44
27-11-2028,5,102,0,P_043,117176,5,0,06-10-2025,P_043,Product 043,Home,BrandA,216.59,306.16,102,102,Store 102,Gurugram,HR,1530.8
28-11-2028,4,101,10,P_050,117178,4,10,06-03-2025,P_050,Product 050,Home,BrandB,202.07,315.93,101,101,Store 101,Noida,UP,1137.35
29-11-2028,4,102,10,P_030,117181,4,10,06-03-2025,P_030,Product 030,Home,BrandB,272.48,363.65,102,102,Store 102,Gurugram,HR,1309.14
30-11-2028,5,106,0,P_016,117181,5,0,06-03-2025,P_016,Product 016,Grocery,BrandB,183.48,329.03,106,106,Store 106,Pune,MH,1645.15
01-12-2028,3,106,10,P_005,117188,3,10,06-01-2025,P_005,Product 005,Sports,BrandD,58.75,90.98,106,106,Store 106,Pune,MH,245.65
02-12-2028,1,108,10,P_042,117188,1,10,06-01-2025,P_042,Product 042,Electronics,BrandD,54.28,78.27,108,108,Store 108,Chennai,TN,70.44
03-12-2028,1,105,0,P_033,117189,1,0,06-09-2025,P_033,Product 033,Home,BrandC,17.69,29.81,105,105,Store 105,Hyderabad,TS,29.81
04-12-2028,2,104,0,P_026,117201,2,0,06-12-2025,P_026,Product 026,Clothing,BrandB,148.98,285.01,104,104,Store 104,Bengaluru,KA,570.02
05-12-2028,4,106,0,P_042,117210,4,0,06-12-2025,P_042,Product 042,Electronics,BrandD,54.28,78.27,106,106,Store 106,Pune,MH,313.08
06-12-2028,4,108,10,P_002,117216,4,10,06-04-2025,P_002,Product 002,Sports,BrandC,165.08,307.45,108,108,Store 108,Chennai,TN,1106.82
07-12-2028,2,108,0,P_044,117216,2,0,06-04-2025,P_044,Product 044,Grocery,BrandD,145.03,274.52,108,108,Store 108,Chennai,TN,549.04
08-12-2028,1,103,10,P_021,117224,1,10,06-12-2025,P_021,Product 021,Grocery,BrandD,112.23,191.7,103,103,Store 103,Delhi,DL,172.53
09-12-2028,4,101,10,P_041,117231,4,10,06-11-2025,P_041,Product 041,Home,BrandB,230.38,350.8,101,101,Store 101,Noida,UP,1262.88
10-12-2028,5,102,0,P_008,117239,5,0,06-05-2025,P_008,Product 008,Clothing,BrandC,110.44,203.49,102,102,Store 102,Gurugram,HR,1017.45
11-12-2028,5,106,10,P_028,117248,5,10,06-07-2025,P_028,Product 028,Grocery,BrandB,285.08,486.14,106,106,Store 106,Pune,MH,2187.63
12-12-2028,1,108,10,P_048,117255,1,10,06-09-2025,P_048,Product 048,Sports,BrandA,232.9,350.44,108,108,Store 108,Chennai,TN,315.4
13-12-2028,5,107,0,P_022,117256,5,0,06-03-2025,P_022,Product 022,Sports,BrandB,188.76,337.73,107,107,Store 107,Mumbai,MH,1688.65
14-12-2028,4,101,0,P_012,117260,4,0,06-06-2025,P_012,Product 012,Clothing,BrandD,260.56,358.56,101,101,Store 101,Noida,UP,1434.24
15-12-2028,3,105,0,P_019,117263,3,0,06-05-2025,P_019,Product 019,Electronics,BrandB,170.91,230.23,105,105,Store 105,Hyderabad,TS,690.69
16-12-2028,2,102,0,P_010,117265,2,0,06-06-2025,P_010,Product 010,Sports,BrandB,13.81,16.9,102,102,Store 102,Gurugram,HR,33.8
17-12-2028,3,102,10,P_048,117266,3,10,06-02-2025,P_048,Product 048,Sports,BrandA,232.9,350.44,102,102,Store 102,Gurugram,HR,946.19
18-12-2028,3,106,10,P_012,117267,3,10,06-05-2025,P_012,Product 012,Clothing,BrandD,260.56,358.56,106,106,Store 106,Pune,MH,968.11
19-12-2028,5,106,0,P_018,117270,5,0,06-07-2025,P_018,Product 018,Sports,BrandB,285.64,426.52,106,106,Store 106,Pune,MH,2132.6
20-12-2028,3,106,10,P_008,117279,3,10,06-06-2025,P_008,Product 008,Clothing,BrandC,110.44,203.49,106,106,Store 106,Pune,MH,549.42
21-12-2028,4,105,0,P_002,117280,4,0,06-09-2025,P_002,Product 002,Sports,BrandC,165.08,307.45,105,105,Store 105,Hyderabad,TS,1229.8
